title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,category,links
Râbles de lapin au romarin,5,3,415,20,1h15,4,très facile,bon marché,15 min,1 h,"['râble de lapin', ""gousses d'ail fendues en deux et dégermées"", 'romarin frais', ""huile d'olive"", 'poivre', 'sel']","Couper chaque cuisse de lapin en deux et le rable en trois morceaux. Avec la lame d'un couteau pointu, inciser chaque morceau et farcir avec 1/2 gousse d'ail et une branchette de romarin. Saler, poivrer. Faire chauffer modérément de l'huile d'olive dans une poêle, y déposer les morceaux de lapin et faire ""confire"" à juste température. La viande doit être cuite et dorée, ni sèche, ni trop caramélisée.",meal,https://www.marmiton.org/recettes/recette_rables-de-lapin-au-romarin_47119.aspx
Parmentier de confit de canard,4.8,317,39k,853,45 min,4,très facile,Coût moyen,20 min,25 min,"['cuisses de canard confites', 'oignons', 'échalotes', 'pommes de terre (bintje)', 'cuillères à soupe de crème fraîche', 'lait', 'eau', 'pincée de muscade', 'sel', 'poivre']","Lavez et épluchez les pommes de terre, et mettez-les à cuire dans un grand volume d'eau salée. Réchauffez les cuisses de canard au bain-marie pour les extraire de leur graisse. Conservez une cuillère à soupe de graisse de canard. Découpez et hachez grossièrement les cuisses confites (surtout pas de mixer !). Emincer les échalotes et les oignons. Dans une large poêle ou une sauteuse, faites blondir les oignons et les échalotes hachés dans la cuillère à soupe de graisse de canard, à feu très doux. Lorsque ce mélange oignons + échalotes est bien blond, ajoutez le hachis de canard et mettez à feu vif, en mélangeant vivement, pendant 5 minutes. Le hachis de canard doit être finement grillé en surface, mais rester moelleux. Réservez hors du feu. Ecrasez vos pommes de terre à la fourchette (pitié, pas de presse-purée !) et faites une purée moelleuse en ajoutant 50 % d'eau et 50 % de lait. Salez, poivrez, ajoutez une pincée de muscade et la crème fraîche. Préchauffez le four à 200°C (thermostat 6-7). Dans un plat suffisamment haut, étalez la moitié de votre hachis de canard. Mélangez la moitié qui reste avec le même volume de purée, et étalez cette deuxième couche sur la première. Finissez par une troisième couche de purée. Striez le sommet de votre purée avec le dos d'une fourchette. Laissez cuire à four chaud (200°C) pendant 25 min. Vous pouvez également finir la cuisson 3 minutes sous le gril pour obtenir un joli gratiné. Servez avec une salade (mâche, par exemple) et un Cahors léger: ce plat ne paye pas de mine, mais vos convives seront très agréablement surpris !",meal,https://www.marmiton.org/recettes/recette_parmentier-de-confit-de-canard_17048.aspx
Filet de chevreuil grand veneur,4,7,1.5k,21,2 h,6,facile,Coût moyen,1 h,1 h,"[""filet de chevreuil d'1 kg"", ""cuillère à soupe d'huile"", 'bouteille de vin rouge corsé', ""gousse d'ail"", 'carotte', 'échalotes', 'oignon piqué de clou de girofle', 'bouquet garni (laurier, thym, romarin, persil, céleri)', 'cuillères à soupe de cognac', ""cuillère à soupe d'huile d'olive"", 'cuillère à soupe de poivre', 'chevreuil pour la sauce', 'cuillères à soupe de vinaigre de vieux vin', 'g de crème fraîche', ""cuillères à soupe d'airelles au naturel"", 'g de beurre ramolli', ""cuillère à soupe d'huile d'olive"", 'cuillère à soupe de farine', 'poivre', 'sel']","La veille : Dans un plat creux, mettre à mariner le filet de chevreuil avec : l'oignon entier, les échalotes, la carotte coupée en rondelles, l'ail écrasé, le céleri, les herbes, l'huile d'olive, le vin rouge et le cognac. Laisser prendre toute une nuit. Le lendemain : Egoutter la viande et l'éponger. D'autre part, filtrer la marinade. Réserver séparément les légumes/aromates et le jus. Préparer ensuite la sauce : Dans une sauteuse beurrée et huilée, faire revenir les parures de chevreuil. Une fois dorés, y ajouter la marinade, puis laisser cuire 5 min à couvert. Saupoudrer de farine, mélanger et mouiller de vin et de marinade. Laisser mijoter à découvert pendant 30 à 40 min en remuant de temps en temps. En fin de cuisson, incorporer la crème, le sel et le poivre puis laisser mijoter encore 10 min. Ôter l'écume de temps en temps. En dernier, ajouter les airelles. Pour cuire le chevreuil : Eponger le chevreuil. Placer la viande dans une poêle avec 1 cuillère à soupe d'huile d'olive puis la faire dorer de nouveau de tous les côtés. Préchauffer votre four à 270°C (thermostat 9). Disposer la viande dans un plat allant au four avec 3 cuillères à soupe de marinade au vin puis laisser cuire 16 min à four chaud. Arroser de temps en temps la viande de sa marinade puis laisser tiédir 5 min à four éteint. Dresser le chevreuil sur un plat de service chaud, nappé de marinade et avec la sauce en saucière.",meal,https://www.marmiton.org/recettes/recette_filet-de-chevreuil-grand-veneur_29169.aspx
Bécasses dorées et toasts au foie gras,5,4,180,17,1h05,2,facile,Coût moyen,20 min,45 min,"['bécasses', 'bardes de lard', 'tranches de pain de mie', 'g de foie gras (ou de mousse de foie gras)', 'cubes de bouillon de volaille', ""cl d'eau tiède"", 'g de beurre', ""cuillères à soupe d'huile"", 'poivre fraîchement moulu']","Préparer les bécasses : les plumer et les évider. Les entourer d'une bande lard. Les faire dorer dans une cocotte avec de l'huile. Poivrer puis couvrir. Délayer les cubes de bouillon dans de l'eau tiède et le verser sur les bécasses. Laisser cuire pendant 45 minutes à couvert sans oublier de les retourner de temps en temps. Dix minutes avant la fin de la cuisson, couper les tranches de pain de mie en triangles et les passer à la poêle dans le beurre fondu. Répartir le foie gras sur les tartines. Servir les bécasses très chaudes, nappées de sauce et entourées des toasts de foie gras.",meal,https://www.marmiton.org/recettes/recette_becasses-dorees-et-toasts-au-foie-gras_27013.aspx
Civet de chevreuil,3.9,25,2.6k,125,5h30,6,facile,assez cher,30 min,5 h,"['kg de chevreuil (les meilleurs morceaux pour cette recette sont les entre-cuisses)', ""vin rouge (certains conseillent le même vin que pour le repas mais c'est dommage, n'importe quel corbières ou madiran fait l'affaire)"", 'bouquet garni (thym, laurier, romarin)', 'g de carotte en rondelles (quantité selon le nombre de convives, en comptant 30 à 50 g par personne)', 'oignons (1 par personne)', 'genièvre', 'cl de vinaigre', 'poivre', 'sel', ""muscade s'il y a des amateurs""]","Mélanger le vin, le bouquet garni, les carottes en rondelles, les oignons émincés, les baies de genièvre, le vinaigre, sel, poivre et muscade (si vous en utilisez). Recouvrir la viande et laisser mariner LE PLUS LONGTEMPS POSSIBLE (de 12h à 3 ou 4 jours). Faire cuire à feu doux minimum 5h, le plus étant le mieux. 10h est l'idéal. Servir avec une purée de pommes de terres ou de brocolis faite à la main. Des échalotes confites et/ou des groseilles accompagnent heureusement ce plat.",meal,https://www.marmiton.org/recettes/recette_civet-de-chevreuil_11866.aspx
Pigeon aux épices,4.7,7,1k,12,1h15,4,facile,Coût moyen,45 min,30 min,"['pigeons', ""poignée d'abricot secs"", 'poignée de pistaches non salées', 'échalotes', ""gousse d'ail"", 'clous de girofle', 'pincée de cannelle en poudre', ""cuillères à soupe de sirop d'érable"", 'cuillère à soupe de sauce soja', ""cuillères à soupe d'huile de maïs"", 'cuillère à soupe de poivre', 'g de beurre', 'poivre', 'sel']","Demander à votre boucher de vider les pigeons et de garder les foies. Dans une terrine, réunir la sauce soja, le sirop d'érable, l'huile, la cannelle, les clous de girofle, les grains de poivre concassés, les échalotes et l'ail préalablement émincés. Placer alors les pigeons dans cette marinade, pendant 2 heures, tout en veillant bien à les retourner régulièrement. Puis retirer les pigeons et récupérer le jus de marinade. Préchauffer le four à 180°C (thermostat 6). Saler et poivrer les foies des pigeons. Faire chauffer le beurre dans une poêle, et y faire dorer les foies de chaque côté. Hacher les foies ainsi dorés avec les abricots et les pistaches. Ajouter ce mélange, la moitié de la marinade et en farcir généreusement les pigeons. Les brider et les faire cuire dans une cocotte en fonte au four pendant 25 à 30 min, selon grosseur, en veillant à les retourner au milieu de la cuisson. Cette durée est à adapter à la taille des pigeons et à vos préférences (45 à 50 min pour des pigeons plus gros ou si vous,les préférez bien cuits). Retirer le tout, disposer les pigeons sur le plat de service. Mettre la cocotte sur feu vif et déglacer avec le reste de marinade et 10 cl d'eau. Réduire d'un tiers et verser en saucière. Servir aussitôt.",meal,https://www.marmiton.org/recettes/recette_pigeon-aux-epices_24009.aspx
Cuisses de canard confites,4,2,507,42,2h05,8,très facile,bon marché,5 min,2 h,"['cuisses de canard', 'bol de canard (environ 300g)']","Dans une cocotte en fonte, déposer les cuisses de canard. Verser la graisse de canard par dessus les cuisses. Faire mijoter à couvert pendant 2 heures, en tournant régulièrement les cuisses.",meal,https://www.marmiton.org/recettes/recette_cuisses-de-canard-confites_87697.aspx
Perdrix aux cèpes et au Muscat,4.8,10,1.8k,21,1 h,4,facile,assez cher,30 min,30 min,"['perdrix', 'fines tranches de lard fumé', 'raisin muscat', 'cèpes ou champignon des bois', 'pommes de terre de taille moyenne', ""gousses d'ail en chemise"", 'échalotes grises', 'oignon', 'truffe (facultatif)', 'cl de cognac', 'cl de muscat ou de vin blanc', 'poivre et thym', 'sel']","Fendre les perdrix en deux, retirez l'os du coffre, disposez au milieu trois grains de muscat avec sel poivre et branche de thym puis ficeler les oiseaux avec 2 ou 3 tranches de lard fumé. Faire fondre 50 g de beurre, y dorer les oiseaux sur toutes les faces, verser le cognac et flamber. Ajouter les échalotes et oignon emincés puis retirer du feu. Faire revenir les champignons avec 1 cuillère d'huile. Remettre la cocotte sur le feu avec les pommes de terre coupées en morceaux, le reste du raisin et les champignons. Mouiller de vin et ajouter l'ail. Couvrir et laissez mijoter 30 minutes. Au moment de servir, disposer quelques morceaux de truffes.",meal,https://www.marmiton.org/recettes/recette_perdrix-aux-cepes-et-au-muscat_51409.aspx
Faisan à la brabançonne,4.7,41,1.2k,75,1h05,2,facile,Coût moyen,30 min,35 min,"['faisan vidé', 'échalotes', ""kg d'endive (endives)"", 'g de lardons salés', 'cl de bière brune (genre leffe)', 'beurre', 'poivre', 'sel', 'crème fraîche']","Faire roussir le faisan dans du beurre. Réserver et jetter le beurre brûlé. Dans du beurre frais, faire fondre les échalotes, revenir les lardons et enfin ajouter les chicons (endives) en feuilles entières. Mettre le faisan au milieu de la préparation, ajouter la bière, du sel et du poivre. Laisser mijoter jusqu'à consistance voulue pour les chicons. Sortir le faisan, le découper et le mettre au chaud. Faire bouillir la sauce (avec les chicons) afin de réduire la sauce. Ajouter éventuellement un peu de crème fraîche pour lier.",meal,https://www.marmiton.org/recettes/recette_faisan-a-la-brabanconne_15805.aspx
Pavés de biche,4.1,10,789,32,2 h,4,Niveau moyen,assez cher,1 h,1 h,"['pavés de biche', 'l de vin rouge', 'cuillères à soupe de cognac (ou calvados)', 'laurier', 'carotte', 'thym', 'poivre du moulin', ""cuillères à soupe de confiture d'airelles (ou de gelée de framboises)"", 'g de beurre', 'g de farine (pour la sauce)', 'g de beurre (ou huile pour la poêle)']","Mettre les pavés dans la marinade préparée avec le vin, l'alcool et les aromates au moins 12 heures à l'avance, au frais. Une heure avant, égoutter les pavés, faire bouillir la marinade et la laisser un peu réduire. Préparer la sauce en faisant un roux avec le beurre et la farine et en mouillant avec la marinade tamisée. Ajouter éventuellement un peu d'eau si la sauce est trop épaisse. Faire chauffer la poele et saisir les pavés, cuire selon le goût, saler en fin de cuisson. Ajouter la confiture dans la sauce et servir les pavés avec la sauce. Vous pouvez accompagner ce plat d'une purée de céleri et de pommes allumettes.",meal,https://www.marmiton.org/recettes/recette_paves-de-biche_14406.aspx
Pigeon aux épices,4.7,7,1k,12,1h15,4,facile,Coût moyen,45 min,30 min,"['pigeons', ""poignée d'abricot secs"", 'poignée de pistaches non salées', 'échalotes', ""gousse d'ail"", 'clous de girofle', 'pincée de cannelle en poudre', ""cuillères à soupe de sirop d'érable"", 'cuillère à soupe de sauce soja', ""cuillères à soupe d'huile de maïs"", 'cuillère à soupe de poivre', 'g de beurre', 'poivre', 'sel']","Demander à votre boucher de vider les pigeons et de garder les foies. Dans une terrine, réunir la sauce soja, le sirop d'érable, l'huile, la cannelle, les clous de girofle, les grains de poivre concassés, les échalotes et l'ail préalablement émincés. Placer alors les pigeons dans cette marinade, pendant 2 heures, tout en veillant bien à les retourner régulièrement. Puis retirer les pigeons et récupérer le jus de marinade. Préchauffer le four à 180°C (thermostat 6). Saler et poivrer les foies des pigeons. Faire chauffer le beurre dans une poêle, et y faire dorer les foies de chaque côté. Hacher les foies ainsi dorés avec les abricots et les pistaches. Ajouter ce mélange, la moitié de la marinade et en farcir généreusement les pigeons. Les brider et les faire cuire dans une cocotte en fonte au four pendant 25 à 30 min, selon grosseur, en veillant à les retourner au milieu de la cuisson. Cette durée est à adapter à la taille des pigeons et à vos préférences (45 à 50 min pour des pigeons plus gros ou si vous,les préférez bien cuits). Retirer le tout, disposer les pigeons sur le plat de service. Mettre la cocotte sur feu vif et déglacer avec le reste de marinade et 10 cl d'eau. Réduire d'un tiers et verser en saucière. Servir aussitôt.",meal,https://www.marmiton.org/recettes/recette_pigeon-aux-epices_24009.aspx
Pigeons au vin de Cahors,5,5,285,11,1h30,6,facile,Coût moyen,30 min,1 h,"['pigeons (bardés de lard)', 'cl de vin rouge (cahors)', 'carottes', 'oignons', 'échalote', 'g de champignon', 'g de beurre', 'thym', 'laurier', 'poivre', 'sel']","Salez et poivrez les pigeons, mettez-les dans un plat et faites-les rôtir 20 min au four à 200°C (thermostat 6-7). Une fois cuits, coupez-les en deux et réservez la tête, le cou et les ailerons à part. Détaillez les carottes, les oignons et l'échalote en petits morceaux, faites-les fondre dans le beurre à feu doux. Ajoutez le thym, le laurier, salez et poivrez. Remuez de temps en temps. Une fois les légumes fondus, ajoutez les têtes, cous et ailerons des pigeons. Mouillez avec le vin rouge et laissez réduire la sauce d'1/3 à feu doux. Passez-la au chinois en pressant bien pour récupérer un maxiumum des sucs des légumes et de la viande. Versez la sauce obtenue sur les 1/2 pigeons dans une cocotte, ajoutez les champignons émincés et réchauffez 20 min à feu doux. Servez les 1/2 pigeons sur des tranches de pain grillées nappés de sauce. Cette recette est aussi appelée ""salmis de pigeons"".",meal,https://www.marmiton.org/recettes/recette_pigeons-au-vin-de-cahors_22352.aspx
Pigeon rôtis et petits pois à la parisienne,4.3,9,673,72,50 min,4,facile,Coût moyen,20 min,30 min,"['pigeons', 'g de petits pois', 'g de lard de poitrine', 'coeur de salade', 'oignons blancs', ""gousses d'ail"", ""feuilles d'estragon"", 'thym', 'laurier', 'poivre', 'sel']","Faire rôtir les pigeons au four 30 min à 210°C (thermostat 7). Couper les oignons en 2 ou 4, les faire blondir à la poêle avec le lard détaillé en dés, l'estragon, une branche de thym et une feuille de laurier, le coeur de salade et les gousses d'ail entières. Cuire les petits pois à l'eau bouillante, au bout de quelques minutes ajouter le contenu de la poêle dans la casserole et laisser cuire 10 min. Verser le tout sur les pigeons dans leur plat et laisser cuire encore 10 min dans le four.",meal,https://www.marmiton.org/recettes/recette_pigeon-rotis-et-petits-pois-a-la-parisienne_27213.aspx
Pigeons farcis et petits pois,4.4,7,429,31,1h20,8,facile,Coût moyen,20 min,1 h,"['pigeons', 'g de farce (hachis de porc)', 'g de petits pois frais écossés', 'oeufs', 'oignon', 'morceau de sucre', 'feuille de laitue', 'cuillères à soupe de persil', 'beurre', 'poivre', 'sel']","Battez les oeufs en omelette avec sel, poivre et persil. Mélangez-les avec la farce de porc. Farcissez les pigeons avec et recousez-les. Disposez-les dans un plat beurré allant au four. Déposez un petit morceau de beurre sur chaque. Salez-les et poivrez-les puis mettez au four à 220°C (thermostat 7-8) pour 1 h. Hachez les oignons et la laitue. Faites-les fondre dans une sauteuse avec du beurre. Ajoutez les petits pois, le morceau de sucre, sel et poivre. Mouillez avec 50 cl d'eau et laisser mijoter 20 min. Egouttez les petits pois, disposez-les dans un plat. Posez les pigeons dessus coupés en deux et servez.",meal,https://www.marmiton.org/recettes/recette_pigeons-farcis-et-petits-pois_24086.aspx
Pigeons aux lardons et champignons,4.8,22,1.5k,135,1 h,4,très facile,Coût moyen,15 min,45 min,"['pigeons', 'g de lardons', 'échalotes', 'feuille de laurier', ""gousse d'ail"", 'boîte de champignon forestiers (220 g)', 'cl de vin blanc', 'cuillère à soupe de crème fraîche épaisse']","Dans une sauteuse, faites revenir les échalotes et les lardons. Réservez-les et faites revenir les pigeons en les tournant de tous les côtés avec l'ail haché. Versez le vin blanc et remettez les lardons et les échalotes ainsi que les champignons forestiers. Ajoutez le laurier. Couvrez la sauteuse et laissez mijoter à feux moyen environ 40 min. Avant de servir, ajoutez la cuillère de crème fraiche. Poivrez et salez à votre convenance.",meal,https://www.marmiton.org/recettes/recette_pigeons-aux-lardons-et-champignons_85969.aspx
Pintade au cidre et aux raisins,4.9,25,2.3k,41,1h30,4,facile,Coût moyen,30 min,1 h,"['pintade', 'g de beurre', 'noix décortiquées', 'verre de cidre', 'cube de bouillon de volaille', 'verre de liqueur de calvados', 'g de crème fraîche', 'poivre', 'sel', 'g de raisin de smyrne']","Faites tremper les raisins dans de l'eau chaude pour les réhydrater. Dans le beurre fondu, mettez la pintade bardée, les noix, le cidre, l'eau (dans la quelle vous aurez délayée la tablette de bouillon), le calvados, la crème fraîche, le sel et le poivre. Cuisez doucement 30 min à découvert. Ajoutez les raisins, et cuisez encore 20 min. En fin de cuisson, sortez la pintade, retirez la barde, faites-la colorer 10 min (ou plus selon la cuisson), au four à 200°C (thermostat 6-7). Servez sans attendre avec la sauce légèrement réduite.",meal,https://www.marmiton.org/recettes/recette_pintade-au-cidre-et-aux-raisins_20585.aspx
Fricassée de pintade aux morilles & pommes et terre façon salardaise,0,0,0,0,2h30,6,Niveau moyen,bon marché,2h30,no data,"['pintade de 1,2 kg', 'kg de pomme de terre', 'pot de morilles séchées', 'cl de crème épaisse', 'cl de bouillon de volaille', 'cl de vin blanc', 'g de beurre', 'g de farine de blé', ""gousses d'ail"", 'oignons jaunes', 'échalotes', 'bouquet garni kania', ""cuillères à soupe d'huile de tournesol"", ""cuillères à soupe d'huile de noix"", 'sel fin', 'poivre noir']","Dans une sauteuse, faites chauffer le beurre et l’huile de tournesol. Faites suer les oignons et les échalotes pelés et émincés finement. Détaillez la pintade en morceaux. Roulez-les dans la farine et saisissez les dans la sauteuse, salez. Déglacez au vin blanc et laissez bouillir quelques minutes, versez le bouillon. Ajoutez le bouquet garni. Baissez le feu, couvrez puis laissez mijoter au moins 1h. Pelez les pommes de terre, lavez-les puis séchez-les. Coupez-les en rondelles pas trop fines. Pelez et hachez l’ail. Lavez, effeuillez et hachez le persil. Faites chauffer l’huile de noix dans une poêle. Faites rissoler les pommes de terre à feu vif en les retournant. Salez, poivrez, mélangez et couvrez. Faites cuire à feu moyen 30 min en les retournant toutes les 10 min. Ajoutez le persil en fin de cuisson. Faites tremper les morilles dans un saladier rempli d’eau fraîche durant 20 min. Égouttez-les. Sortez la pintade de la sauteuse. Filtrez le bouillon de cuisson dans une casserole. Faites bouillir 5 min puis ajoutez la crème. Chauffez 15 min en fouettant. Ajoutez les morilles égouttées et replacez les morceaux de pintade dans la sauce. Laissez mijoter à feu doux. Servez la pintade aux morilles avec les pommes de terre bien chaudes.",meal,https://www.marmiton.org/recettes/recette_fricassee-de-pintade-aux-morilles-pommes-et-terre_529240.aspx
Pintade chaponne aux pommes et aux châtaignes,4.8,36,8.3k,213,2h05,6,facile,Coût moyen,20 min,1h45,"['pintade chaponne de 2 kg environ', 'pommes de type royal gala', 'g de châtaigne pelées au feu', 'oignon', 'branche de romarin frais', ""cuillère à soupe d'huile d'olive"", 'cl de calvados', 'cuillère à café rase de sucre roux', 'muscade en poudre', 'poivre', 'sel']","Oter le surplus de graisse qui peut se trouver à l'intérieur de la pintade et y introduire une belle branche de romarin frais. Installer la pintade dans un plat allant au four, saler et poivrer l'extérieur des deux côtés, puis badigeonner d'huile d'olive. Répartir tout autour un gros oignon coupé en tranches fines. Enfourner à four chaud (200°C) pendant 90 min. Quelques minutes après le début de la cuisson, ajouter 50 cl d'eau bouillante, en arroser de temps en temps la volaille. En fin de cuisson, sortir la pintade du plat et la réserver au chaud. 
Si le jus est trop gras, en retirer la valeur d'un demi-bol. Réserver pour y faire réchauffer les châtaignes au micro-ondes. Déglacer le plat avec le calvados, ajouter le sucre et saupoudrer de noix muscade. Répartir les pommes coupées en quartier. Enfourner à 240°C jusqu'à ce que les pommes soient bien dorées. Servir la pintade accompagnée des pommes, des châtaignes et de la sauce en saucière.",meal,https://www.marmiton.org/recettes/recette_pintade-chaponne-aux-pommes-et-aux-chataignes_34179.aspx
Pintade au cidre maison,4.7,6,885,59,1h45,4,facile,assez cher,1 h,45 min,"['pintade détaillée en morceaux', 'cl de cidre doux', 'verres de liqueur (15 cl) de calvados', 'cuillère à soupe de sucre', 'cassonade pour la couleur', 'échalotes', 'cuillères à soupe de fines herbes hachées', 'petit pot de crème fraîche épaisse', 'beurre pour la cuisson', 'pincées de poivre', 'sel']","Préparez une marinade avec le cidre, 2 verres à liqueur (10cl) de calvados, les fines herbes, le poivre; Faites y trempez les moreceaux de pintade pendant 12 heures. Au bout de ce temps, sortez les morceaux de viandes et essuyez-les. D'un côté, faites réduire de moitié le jus de la marinade. De l'autre, faites dorer dans du beurre la viandes avec les échalotes émincées. Ajoutez le jus réduit, salez, sucrez, couvrez et laissez cuire 40 min à petit feu. En fin de cuisson, sortez les morceaux de pintade dans une poêle. Chauffez le calvados restant, versez-le sur la viande et flambez. Ajustez la sauce de cuisson de la pintade. Ajoutez la crème fraîche, mélangez et réservez en saucière.",meal,https://www.marmiton.org/recettes/recette_pintade-au-cidre-maison_21599.aspx
Pintade aux figues sèches,4.7,7,443,8,1h10,5,facile,bon marché,10 min,1 h,"['pintade', 'kg de figue sèches', 'rhum brun', 'poivre', 'sel', 'herbes de provence', ""huile d'olive""]","La veille: Couvrir les figues de rhum et laisser macérer toute la nuit. Le jour même: Préchauffer le four à 180°C (thermostat 6). Fourrer la pintade avec quelques figues, la saler, la poivrer et saupoudrer d'herbes de Provence. Arroser d'un filet d'huile d'olive. Mettre la pintade au four pendant 30 minutes puis ajouter les figues restantes avec le jus au rhum et poursuivre la cuisson pendant 30 minutes. Arroser de temps en temps. A la fin de la cuisson, les figues doivent être caramélisées et la pintade d'une belle couleur. Bon appétit.",meal,https://www.marmiton.org/recettes/recette_pintade-aux-figues-seches_51008.aspx
Pintade farcie caramélisée aux épices,4.9,109,4.7k,90,1h30,4,facile,bon marché,30 min,1 h,"['pintade', 'abricots secs', 'cumin', 'dattes', 'g de pistaches', 'g de semoule à couscous moyenne', 'cuillères de miel liquide', ""gousses d'ail"", 'cuillères à soupe de fond de volaille en poudre', 'cardamome verte', 'anis étoilé s', 'clou de girofle', 'cuillère à soupe de poivre de szetchuan', 'g de beurre', ""cuillère à soupe d'huile"", 'poivre', 'sel']","Découpez dattes et abricots en dés. Dans une jatte, versez le couscous, salez, poivrez, ajoutez 10 cl d'eau bouillante et laissez gonfler 5 min. Ajoutez le beurre, les fruits secs et les pistaches et égrainez à la fourchette. Farcissez la pintade avec la semoule, recousez l'ouverture ou maintenez-la avec des piques en bois. Posez la volaille dans un plat en terre. Préchauffez le four à thermostat 5-6 (170°). Epluchez et hachez l'ail. Faites chauffer l'huile dans une casserole, ajoutez les épices et faites-les torréfier 1 min en les remuant dans l huile chaude avec une spatule. Versez alors le miel, l'ail, et le fonds de volaille dilué dans 25 cl d'eau bouillante. Faites réduire 10 min sur feu moyen en remuant, salez, poivrez et nappez la pintade avec cette préparation. Enfournez la pintade pour 1 heure minimum (vérifiez la cuisson avec la pointe d'un couteau : selon le four et la texture de la pintade, cela peut prendre jusqu'à 2 heures!), arrosez-la régulièrement. Sortez-la du four, dressez-la sur un plat de service préchauffé, arrosez du jus de cuisson et servez aussitôt.",meal,https://www.marmiton.org/recettes/recette_pintade-farcie-caramelisee-aux-epices_38166.aspx
mijotée de pintade au foie gras,4.8,23,7.2k,81,1 h,6,facile,Coût moyen,30 min,30 min,"['pintade découpée en morceaux', 'cl de bouillon de volaille', 'g de foie gras de canard (ou mousse de canard)', 'beurre', 'huile', 'sel fin', 'poivre', 'navet et 1 carotte (pas trop gros)', 'oignon', 'petit morceau de céleri-rave', 'branche de persil', 'branches de thym', 'cl de cognac', 'cl de pineau blanc des charentes (pineau des charentes)', 'feuilles de laurier', 'clous de girofle', 'genièvre', 'grains de poivre noir']","Eplucher, laver et couper le navet, la carotte, l'oignon et le morceau de céleri en très fines lamelles, ajouter la pintade et faites mariner environ 12 heures avec tous les éléments de la marinade en remuant de temps en temps. Au bout de ce temps, sortir les morceaux de pintade, les égoutter et les faire revenir dans une cocotte dans moitié beurre, moitié huile. Quand ils sont bien dorés, ajouter tous les éléments de la marinade, porter à feu vif, faire réduire un peu en remuant, saler et poivrer. Ajouter le bouillon de volaille, couvrir et faire mijoter à feu doux pendant 30 à 40 minutes. Sortir les morceaux de volaille, les égoutter et les tenir au chaud et passer tout le contenu de la cocotte au mixer (après avoir enlevé les branches de persil, de thym et la boule de thé). Garder dans le mixer 50 cl de cette sauce, ajouter le foie gras et mixer à nouveau. Rectifier l'assaisonnement si nécessaire. Disposer la pintade sur un plat, verser un peu de sauce dessus et présenter le reste en saucière. Servir aussitôt avec des pâtes fraîches ou du riz sauvage.",meal,https://www.marmiton.org/recettes/recette_mijotee-de-pintade-au-foie-gras_43196.aspx
Pintade farcie moelleuse,4.6,20,2.4k,120,1h40,5,facile,Coût moyen,15 min,1h25,"['pintade de 1,5 kg', 'g de chair à saucisse', 'g de porc (préparée par le boucher ou le charcutier)', 'échalotes', ""gousse d'ail"", ""huile d'olive"", 'pomme', 'raisins secs macérés au choix dans calva, cognac, armagnac', 'oeuf', 'poivre', 'sel']","Eplucher la pomme et la détailler en petits dés. Tailler finement les échalotes (ou les hacher) et l'ail, les faire suer dans l'huile d'olive. Ajouter la chair à saucisse, la faire revenir quelques minutes (sans la faire cuire) ajouter la chair fine de porc, mélanger l'ensemble dans la poêle. Hors du feu, ajouter les dés de pomme, les raisins macérés, l'oeuf, le sel, et le poivre. Farcir la pintade de cette préparation, et déposer ce qui reste autour de la pintade, dans le plat. Faire cuire au four pendant 1h15, à 240°C (thermostat 8). Vous pourrez accompagner cette recette de champignons de Paris ou chanterelles, de haricots verts, et de purée de pommes de terres + céleri.",meal,https://www.marmiton.org/recettes/recette_pintade-farcie-moelleuse_42810.aspx
Risotto au potiron,4.6,192,17k,191,1 h,4,très facile,bon marché,40 min,20 min,"['g de riz', 'g de potiron', 'oignon blanc', 'bouillon', 'g de beurre', 'verre de lait', 'parmesan rapé', 'cuillère de persil haché']","Pelez le potiron, éliminez les graines et coupez-le en tranches fines. Hachez menu l'oignon et faites-le revenir dans 20 g de beurre, ajoutez le poiton, salez et laissez cuire à feu lent, en mélangeant et en versant un peu de bouillon. Quand le potiron est défait, versez le riz et faites-le cuire pendant 18 minutes en rajoutant du bouillon chaud au fur et à mesure qu'il est absorbé. Ajoutez le lait, mélangez à feu vif, ajouter le poivre, le persil et une bonne dose de parmesan. Mélangez rapidement avant de servir de façon que tous les ingrédients soient parfaitement amalgamés.",meal,https://www.marmiton.org/recettes/recette_risotto-au-potiron_12764.aspx
