title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,category,links
Terrine de canard noisettes et pistaches de Brigitte,4.8,166,8.1k,14,1h30,1,facile,Coût moyen,30 min,1 h,"['magrets de canard (300 ou 350 g chacun)', 'g de porc haché (chair à saucisse)', 'cuillère à soupe de farine', 'oeuf', 'bouquet de persil', 'échalotes', ""gousses d'ail"", ""cuillères à soupe d'huile d'olive"", 'cuillère à soupe de herbes de provence', 'biscuits à la cuillère bien bombée de sel de guérande', 'cuillères à café de poivre concassé fin', 'cuillères à café de poivre vert égoutté', ""verre de liqueur de cognac (ou d'armagnac)"", 'g de noisettes grossièrement concassées', 'g de pistaches grossièrement concassées', ""cuillère à soupe d'orange confits"", 'cuillère à soupe de pistaches entières', 'feuilles de laurier']","Cuisson et repos : 1h de cuisson + 2h de repos au four + 1 nuit (ou 24 h) au réfrigérateur Détacher avec un couteau effilé la peau des deux magrets. Tapisser le fond de la terrine avec les deux peaux, se chevauchant légèrement et remontant sur les bords en épousant bien la forme de la terrine. Puis déposer l'un des deux magrets. Hacher le persil, les échalotes et l'ail. Hacher grossièrement le deuxième magret et le mélanger à la chair de porc hachée. Mélanger. Ajouter l’oeuf, la farine, le mélange persil-échalotes-ail, l’huile d’olive. Puis les herbes de Provence, le sel, le poivre. Mélanger. Enfin les noisettes et les pistaches concassées, les baies de poivre vert, les zestes d’orange confite coupés en petits morceaux et le petit verre d’alcool. Malaxer bien le tout jusqu’à complète homogénéïté. Poser cette farce sur le magret dans la terrine. Appuyer. Presser bien pour que tout soit bien tassé. Disposer quelques feuilles de laurier à la surface. Fermer et enfourner dans un four non préchauffé, pour 1 heure à 220/230°C (thermostat 7-8). Puis laisser la terrine dans le four éteint pendant 2 ou 3 heures. Au bout de ce laps de temps, préparer un sachet de gelée au Porto. Vider doucement le gras liquide de la terrine. Remplacer par la gelée de manière à recouvrir légèrement l’ensemble. Laisser une nuit au réfrigérateur.",aperitif/starter,https://www.marmiton.org/recettes/recette_terrine-de-canard-noisettes-et-pistaches-de-brigitte_33172.aspx
Terrine de foie gras cuisson facile,4.7,16,2.6k,13,4 h,10,très facile,assez cher,2 h,2 h,"['foie gras de canard cru surgelé de 480 à 600 g', 'sel', 'pincées de sucre', 'poivre moulu', 'pincée de quatre-épices', 'armagnac', 'muscat', 'vin de noix ou encore beaujolais', 'eau (1 l d’eau pour 100 g de foie)', 'figue', 'pruneau ou abricots secs']","Faire décongeler le foie de canard au réfrigérateur, le dénerver. S’il présente des traces de sang, le faire tremper dans de l’eau très  froide additionnée de glaçons (pour éliminer toute trace de sang) toute une nuit. Le lendemain sortir le foie de l’eau et l’éponger, le déposer dans un plat creux avec l’alcool, le saupoudrer de sel, de poivre, de 4 épices et de sucre. Laisser reposer pendant environ une heure de chaque coté. Faire bouillir la quantité d’eau en fonction du poids du foie. En attendant, mettre le foie dans une terrine avec les fruits secs étalés au milieu, bien tasser et envelopper hermétiquement la terrine à l’aide de film plastique. Une fois que l’eau bout éteindre le feu et placer la terrine dans l’eau, veiller à ce qu’elle soit bien immergée (placer un poids dessus si nécessaire). Retirer la terrine lorsque l'on peut mettre la main dans l’eau sans se bruler (à peu près 2h15). Mettre la terrine refroidie au frigo au moins 48 h. A consommer sans modération, contrairement au Sauternes l’accompagnant !",aperitif/starter,https://www.marmiton.org/recettes/recette_terrine-de-foie-gras-cuisson-facile_54525.aspx
Terrine de foie gras (micro-ondes),4.5,62,11k,96,2h18,6,facile,assez cher,2h15,3 min,"['foie gras de 500 g', 'cuillères à soupe de monbazillac (ou du porto blanc)', 'g de sel', 'poivre', 'gros sel pour trempage']","Tremper le foie gras entier dans un saladier rempli d'eau avec 2 cuillères à soupe de gros sel pendant une heure. Epongez-le. Dénervez-le (2 nerfs dans le gros lobe et 1 dans le petit) c'est un jeu d'enfant. Salez, poivrez. Placez-le dans une terrine (mieux vaut une trop petite que trop grande). Rajouter l'alcool. Laisser mariner au moins 1 heure au frais. Retirez-l'alcool et laissez le foie reposer à température ambiante avant de la faire cuire. Cuisezle foie par tranche de 20 secondes. (1 foie de 400 g cuit environ 2 mn et 20 secondes). On peut compter environ 20 secondes pour 50 grammes. Pour vérifier la cuisson, plantez un couteau au centre du foie. Si la lame est tiède il est cuit. Laissez 48 heures au froid avant de le déguster. Succès assuré!!!",aperitif/starter,https://www.marmiton.org/recettes/recette_terrine-de-foie-gras-micro-ondes_26060.aspx
Terrine de poisson et saint-jacques aux herbes,4.7,76,6.3k,119,30 min,6,facile,Coût moyen,15 min,15 min,"['g de merlan sans peau et sans arêtes', 'coquilles saint-jacques (ou 12 petites)', 'cl de crème fraîche', 'oeufs', 'cuillères à soupe de herbes hachées (ciboulette, persil, cerfeuil)', 'poivre', 'sel', 'cuillère à café de moutarde', 'cuillères à soupe de crème fraîche', 'g de beurre', 'jus de citron', 'cuillère à café de ciboulette', 'poivre', 'sel']","Bien essorer les filets de poisson cru. Coupez en morceaux et hachez au robot. Salez, poivrez. Ajouter la crème fraîche puis les oeufs et les herbes. Bien mélanger. Versez la moitié de la préparation dans les moules en silicone, placez la noix de st jacques et recouvrir du reste de la préparation. Tassez. Faites cuire 20 mn à 160°C (Th 6). Préparez la sauce : Délayez la moutarde avec la crème et le jus de citron. Ajoutez le beurre en morceaux, faites chauffer sans bouillir, ajouter la ciboulette hachée. Nappez les assiettes de sauce et poser la terrine par dessus.",aperitif/starter,https://www.marmiton.org/recettes/recette_terrine-de-poisson-et-saint-jacques-aux-herbes_20163.aspx
Terrine de foies de volaille,4.3,13,1.5k,19,50 min,4,très facile,bon marché,20 min,30 min,"['g de foie de volaille', ""jaunes d'oeuf"", 'cl de crème fraîche épaisse', 'échalote', 'g de beurre', 'cl de porto', 'pincée de mélange 4 épices', 'cuillère à soupe de persil plat ciselé', 'poivre', 'sel']","Retirez les fines membranes blanches et les petits nerfs des foies de volaille. Passez-les sous l'eau et épongez les. Coupez-les en petits morceaux. Epluchez l'échalote et hachez-la. Dans une poêle, faites revenir l'échalote avec le beurre. Ajoutez les foies de volailles, salez et poivrez, faites réduire à feu moyen. Mettez cette préparation dans la cuve d'un mixeur et faites tourner jusqu'à obtention d'une purée presque lisse. Ajoutez les jaunes d'oeufs, la crème fraîche, le porto, le persil ciselé et la pincée de quatre-épices. mélangz bien, vérifiez l'assaisonnement et réservez. Allumez le four à thermostat 6 (180°C). Beurrez une terrine en porcelaine, remplissez-la avec la préparation et couvrez-la. Glissez la terrine au bain-marie dans le four et faites cuire 25 min. Faites refroidir la terrine avant de la servir accompagnée de pain de campagne grillé, d'une salade de mâche et éventuellement d'une petite sauce crémeuse au porto.",aperitif/starter,https://www.marmiton.org/recettes/recette_terrine-de-foies-de-volaille_16142.aspx
Terrine de poisson au basilic,4.7,49,4.1k,156,55 min,6,facile,Coût moyen,15 min,40 min,"['g de saumon (ou truite)', 'g de poisson blanc type julienne, cabillaud...', 'petite boîte de concentré de tomates', 'cuillères à soupe de crème fraîche', ""petit bouquet de basilic ciselé (pas haché, ça casse l'arôme !)"", 'poivre', 'sel', 'oeufs battus']","Mixer au robot les filets de poisson crus. Les verser dans un saladier puis incorporer un à un tous les autres ingrédients indiqués en remuant à la spatule. Vérifier l'assaisonnement. Tapisser le fond d'un moule à cake rectangulaire avec du papier cuisson (facilite le démoulage !). Verser la préparation. Faire cuire environ 40 min au bain-marie, au four préchauffé à thermostat 7 (210°C). Démouler froid. Servir bien frais avec mayonnaise au basilic et citron, crudités...",aperitif/starter,https://www.marmiton.org/recettes/recette_terrine-de-poisson-au-basilic_26677.aspx
Confit d'oignons rouges,5,5,448,3,1h25,7,très facile,bon marché,25 min,1 h,"['oignons rouges', 'cuillères à soupe de vinaigre de cidre', 'cuillères à soupe de moutarde', 'cuillères à soupe de sucre de canne', ""huile d'olive""]","Couper les oignons en quartiers (comme une orange). Les mettre dans une casserole avec un fond d’eau, un filet d’huile d’olive et du sel. Une fois les oignons cuits (ils doivent être bien tendres), ajouter le vinaigre de cidre, les graines de moutarde et le sucre. Laisser mijoter 1 heure à feu doux, sans trop mélanger.",aperitif/starter,https://www.marmiton.org/recettes/recette_confit-d-oignons-rouges_89244.aspx
confit d'oignons rapide,4.7,36,4.5k,13,30 min,4,très facile,bon marché,10 min,20 min,"[""g d'oignon blanc"", 'cuillères de miel', 'beurre']","Peler et découper les oignons en fines rondelles. Faire fondre le beurre, ajouter les oignons pour les faire suer (surtout, ne pas les faire dorer). Lorsqu'ils sont devenus transparents et souples, ajouter le miel et laisser cuire environ 10 mn. Les oignons prennent une couleur dorée. C'est prêt et c'est délicieux avec du foie gras, une viande blanche...",aperitif/starter,https://www.marmiton.org/recettes/recette_confit-d-oignons-rapide_34353.aspx
Oignons confits au jus de mandarines et vinaigre balsamique,5,5,395,4,15 min,4,très facile,bon marché,5 min,10 min,"['oignon', 'cuillères à café de cassonade', 'cuillères à soupe de vinaigre balsamique', 'mandarine', ""cuillère à soupe d'huile préférée""]","Couper finement l'oignon et le faire dorer dans l'huile. Verser le vinaigre balsamique, ajouter la cassonade et le jus de la mandarine. Cuire à feu vif environ 10 minutes.",aperitif/starter,https://www.marmiton.org/recettes/recette_oignons-confits-au-jus-de-mandarines-et-vinaigre-balsamique_56023.aspx
Confit d'oignons ultra rapide,4.6,69,6.9k,175,30 min,6,très facile,bon marché,5 min,25 min,"[""g d'oignon"", 'cuillère à café de sucre en poudre', 'cuillères à soupe de vinaigre balsamique', ""huile d'olive""]","C'est très simple, éplucher des oignons et les émincer. Faire chauffer une poêle avec quatre bonnes cuillères d'huile d'olive, puis y mettre les oignons. Les faire revenir à feu vif en veillant à ce qu'ils qu'ils n'accrochent pas. Si c'est le cas, mettez plutôt une cuillère d'eau que plein d'huile !! Ensuite, quand ils sont transparents, déglacer avec le vinaigre balsamique. Baissez le feu, puis ajoutez une cuillère à café de sucre et laissez mijoter encore 15 min. C'est prêt !!",aperitif/starter,https://www.marmiton.org/recettes/recette_confit-d-oignons-ultra-rapide_36636.aspx
Confiture d'oignons,4.9,14,586,1,1h10,6,Niveau moyen,bon marché,10 min,1 h,"['oignons', 'g de raisins secs', 'cl de xérès', 'grosse cuillère à soupe de beurre', 'cl de crème de cassis', 'cl de vinaigre de vin', 'g de sucre', 'poivre', 'sel']","Faire chauffer le beurre dans un faitout en fonte y faire revenir les oignons sans les colorer fermer et laisser étuver 30 min en remuant à feu doux. Faire tremper les raisins dans l'eau chaude. Au bout de 30 min ouvrir, ajouter le vinaigre le Xérès, le sucre, le sel, le poivre, les raisins et la crème de cassis. Faire réduire au maximum à feu doux en remuant souvent",aperitif/starter,https://www.marmiton.org/recettes/recette_confiture-d-oignons_19810.aspx
confiture oignons oranges de Lili,4.8,56,941,2,1h15,4,facile,bon marché,15 min,1 h,"[""kg d'orange juteuses"", ""g d'oignon"", ""ml de vinaigre d'alcool (= vinaigre blanc)"", 'g de sucre (de canne de préférence)', 'cuillère à café rase de sel', 'clous de girofle', 'étoiles de badiane (anis étoilé)', 'bâton de cannelle au moins grand comme le doigt', 'cuillère à café de quatre-épices en poudre']","Eplucher les oranges, jeter la peau et les pépins. Couper la chair en petits morceaux. Les mettre dans une casserole avec les oignons émincés et les épices. Cuire 45 mn. Au bout de ce temps saler, ajouter le vinaigre et le sucre, mélanger. Cuire à petit bouillon 1 heure de plus. Mettre en pots et boucher comme des confitures ordinaires (des pots de verre rigoureusement propres, ébouillantés juste avant et posés sur une planche, des couvercles stérilisés aussi ou de la cellophane neuve). Peut se consommer immédiatement, mais c'est meilleur quand ça s'est un peu fait quelques jours.",aperitif/starter,https://www.marmiton.org/recettes/recette_confiture-oignons-oranges-de-lili_26263.aspx
Mini éclairs au saumon fumé,4.8,15,12k,24,40 min,6,très facile,Coût moyen,25 min,15 min,"[""pâte à choux (à faire ou prête à l'emploi)"", 'fromage blanc à 40 %', 'saumon fumé', 'aneth', 'jus de citron', 'poivre', 'sel']","Préparer la pâte à choux. Former de petits éclairs avec la pâte et faire cuire. Mélanger du fromage blanc, du saumon en dés, du citron à votre goût, assaisonner et goûter. Couper les éclairs en deux et les farcir de la préparation au fromage blanc, remettre le couvercle et mettre au frais avant de servir en apéro ou en entrée.",aperitif/starter,https://www.marmiton.org/recettes/recette_mini-eclairs-au-saumon-fume_21081.aspx
"Roulade de saumon fumé aux asperges, sauce aux crevettes et au chèvre frais",4.7,333,21k,251,30 min,4,très facile,Coût moyen,15 min,15 min,"[""g d'asperge (1 boîte)"", 'tranches de saumon fumé', 'g de fromage de chèvre frais', 'cuillère à soupe de persil haché', 'g de crevettes', 'cl de crème liquide', 'poivre']","Préchauffez le four à 180°C (thermostat 6). Egouttez les asperges et répartir 3 asperges sur chaque tranche de saumon, enroulez et disposez dans un grand plat à gratin ou dans des petits plats individuels. Ecrasez le fromage de chèvre, ajoutez 4 cuillères à soupe de jus d'asperge, le persil et la crème. Poivrez (ne salez pas). Fouettez pour obtenir une sauce onctueuse, ajoutez les crevettes et nappez les roulades de cette sauce. Enfournez pour 15 min.",aperitif/starter,https://www.marmiton.org/recettes/recette_roulade-de-saumon-fume-aux-asperges-sauce-aux-crevettes-et-au-chevre-frais_15079.aspx
Tarte au saumon fumé,4.7,140,13k,156,40 min,8,très facile,assez cher,10 min,30 min,"['g de pâte brisée', 'filets de saumon fumé ou de truite fumée', 'tomates', 'oeufs', 'cl de crème fraîche', 'poivre', 'sel', 'aneth']","Etaler la pâte dans un moule à tarte. Disposer dans le fond les filets de poisson fumé. Couper les tomates en tranches et les disposer sur les filets. Battre les oeufs, la crème fraîche, le sel, le poivre, l'aneth. Verser la préparation sur la tarte. Enfourner à 180°C (thermomstat 6) pendant environ 30 min.",aperitif/starter,https://www.marmiton.org/recettes/recette_tarte-au-saumon-fume_19086.aspx
Carpaccio de saumon si craquant en salade,0,0,0,0,2h25,6,facile,bon marché,2h25,no data,"['g de carpaccio de saumon', 'betterave rouge bio freshona', 'citron', 'cuillères à soupe de vinaigre balsamique', 'pomélo', 'oranges', 'pommes vertes', 'panais', ""cl d'huile d'olive"", 'pincées de baies roses', 'graines de pavot', 'piment moulu', ""ml de jus d'orange"", 'cl de jus de citron', 'g de moutarde mi-forte', 'pincées de poivre en grains', 'sel fin']","Préchauffez le four à 100 °C. Réalisez les tuiles de betterave en la tranchant finement à la mandoline. Déposez les lamelles les unes à côté des autres sur une plaque à four recouverte de papier sulfurisé. Salez légèrement. Enfournez 2 h. Retournez les tuiles toutes les ½ h. Laissez refroidir avant de les décoller délicatement. Réservez. Préparez une vinaigrette à l’orange. Dans une casserole, versez le jus d’orange, portez-le à ébullition et laissez réduire de moitié. Salez, poivrez et ajoutez les baies roses concassées. Transvasez le jus dans un bol, ajoutez la moutarde et émulsionnez la vinaigrette au fouet électrique en ajoutant petit à petit l’huile d’olive. Réservez au frais. Lavez les pommes vertes, coupez-les en 2 (sans les peler). Retirez le coeur et les pépins, tranchez-les finement. Dans un saladier, arrosez-les du jus de citron. Pelez les agrumes à vif. D’abord la base puis le sommet. Et coupez-les en suprêmes à l’aide d’un couteau : pour chaque quartier, coupez la pulpe au ras de la petite peau. Ajoutez-les au saladier. Pelez les panais, tranchez-les finement à la mandoline puis débitez-les en allumettes ou râpez-les. Versez-les dans le saladier. Mélangez. Réservez au frais. Juste avant de servir, disposez le panais, les agrumes, et le râpé de pommes vertes dans les assiettes. Sortez les carpaccios de saumon de leur emballage. Placez-en plusieurs tranches équitablement par-dessus. Versez la vinaigrette et parsemez de quelques éclats de tuiles de betterave, de piment et de graines de pavot.",aperitif/starter,https://www.marmiton.org/recettes/recette_carpaccio-de-saumon-si-craquant-en-salade_529237.aspx
Mousse de saumon fumé,3.8,8,1.5k,7,20 min,4,facile,assez cher,20 min,no data,"['g de saumon fumé de bonne qualité', 'cuillère à soupe de cognac', 'cuillères à soupe de crème', 'cuillères à café de gelée en poudre', ""dl d'eau"", 'dl de crème fouettée', 'tranche de saumon fumé']","Couper fin le saumon fumé et le mettre au réfrigérateur avant de le passer au mixeur avec le cognac et 2 c. à soupe de crème. Mettre dans une terrine. Délayer la gelée dans l'eau bouillante, laisser légèrement refroidir, puis ajouter à la purée de saumon sans cesser de remuer au fouet. Incorporer la crème fouettée, remplir une terrine et laisser prendre au frais 2 à 3 heures. Garnir avec une fine tranche de saumon fumé roulée. Servir avec des toasts et du beurre. Servie en entrée, la mousse suffit pour 6 à 8 personnes.",aperitif/starter,https://www.marmiton.org/recettes/recette_mousse-de-saumon-fume_12276.aspx
"Mini kouglofs aux saumons, chantilly au raifort",0,0,0,0,6h30,6,facile,bon marché,1h30,5 h,"['g de saumon rouge fumé', 'g de pavé de saumon', 'endives', 'carottes', 'g de mascarpone', 'citron', 'cl de crème fleurette', 'cl de fumet de poisson', 'feuilles de gélatine', 'cuillères à café de raifort', 'g de bisque de homard', ""cuillère à soupe d'aneth"", 'sel fin', 'poivre noir']","Mélangez le raifort à 60 cl de crème. Réfrigérez 3 h. Dans une casserole, faites bouillir le fumet de poisson et ajoutez le saumon frais en morceaux. Chauffez 20 min. Égouttez le saumon, filtrez le fumet et réservez-le. Rincez les endives, pelez une carotte et coupez-les en fines rondelles. Faites-les cuire 10 min à la vapeur. Réhydratez 6 feuilles de gélatine 10 min dans un bol d’eau froide. Chauffez la bisque de homard dans une casserole à feu doux. Incorporez la gélatine essorée, versez le reste de crème, fouettez vigoureusement. Coupez le saumon rouge en morceaux. Placez-en 175 g dans un saladier et le reste au frais. Ajoutez le saumon cuit. Mixez avec le mascarpone, les légumes vapeur, l’autre carotte râpée, salez et poivrez. Ajoutez la bisque. Mélangez puis versez la préparation dans des petits moules à kouglofs. Réservez au frais 2 h. Versez le jus du citron dans le raifort, salez, poivrez et montez la crème en chantilly. Filmez et replacez au frais. Versez le fumet dans une casserole, réduisez-le en gardant 20 cl. Ajoutez les feuilles de gélatine restantes, fouettez. Quand la gelée commence à prendre, badigeonnez-la sur les kouglofs démoulés. Réservez 30 min au frais. Pochez la chantilly sur les kouglofs, ajoutez un peu de chiffonnade de saumon fumé, de l’aneth, poivrez.",aperitif/starter,https://www.marmiton.org/recettes/recette_mini-kouglofs-aux-saumons-chantilly-au-raifort_529236.aspx
"Verrines crabe, saumon, crevettes",5,4,1.2k,64,30 min,6,facile,Coût moyen,30 min,no data,"['cl de crème fraîche', 'échalote', 'citron', 'tranches de saumon fumé de qualité', 'boîte de crabe', 'crevettes', 'pamplemousse rose', ""ciboulette ou de l'aneth"", 'avocat', 'poivre']","Dans un bol, mélangez la crème fraiche avec le jus d'un demi citron, l'échalote coupé en très petits morceaux et selon votre goût, soit de l'aneth, soit de la ciboulette. Poivrez et mettez la préparation au frigo. Coupez en petits dés : le pamplemousse, l'avocat, le saumon fumé, le crabe. Décortiquez et couper les crevettes en petits dés. Déposer au fond de chaque verrine, une cuillère de dés de crevettes. Recouvrez de la préparation crème fraîche-citron. Rajouter une couche de crabe, suivez par le pamplemousse et puis de l'avocat. Rajoutez une autre couche de crème puis terminez par les dés de saumon. Rajoutez un peu de ciboulette ou d'aneth. Remettez les verrines au frais. Servir très frais.",aperitif/starter,https://www.marmiton.org/recettes/recette_verrines-crabe-saumon-crevettes_313875.aspx
Tartare de saumon fumé sur blinis tièdes,4.8,26,12k,37,20 min,10,facile,Coût moyen,20 min,no data,"['blinis facile maison', 'g de saumon fumé (de préférence non tranché)', 'cl de crème fraîche', 'cuillères à soupe de jus de citron jaune', 'cuillère à soupe de ciboulette ciselée finement', 'cuillère à soupe de persil haché finement', 'feuille de menthe hachée finement', 'poivre']","Couper le saumon en petits cubes de 5 mm de côtés. Réserver au frais. Dans un petit bol, mélanger la crème et les herbes. Ajouter le jus de citron, pour que la crème épaississe légèrement; réserver au frais. Préparer les blinis ou les réchauffer. Les laisser tiédir. Mélanger les dés de saumon à la sauce à la crème. Répartir équitablement le tartare sur les blinis tiède. Servir aussitôt.",aperitif/starter,https://www.marmiton.org/recettes/recette_tartare-de-saumon-fume-sur-blinis-tiedes_38883.aspx
Canapés de crème de saumon fumé à l'avocat,4.4,8,6.1k,72,15 min,30,très facile,bon marché,15 min,no data,"['g de saumon fumé', ""demi d'avocat bien mûr"", 'g de fromage frais (type philadelphia ou saint moret)', 'cl de crème fraîche épaisse', ""branches d'aneth fraîche"", 'demi de ciboulette fraîche', 'tranches de pain pour toast']","Ecraser l'avocat, le fromage frais et la crème fraiche ensemble à l'aide d'une fourchette. Y ajouter l'aneth et la ciboulette. Découper le saumon fumé en tartare (petits dés) et mélanger le tout pendant 5 à 10 minutes pour que les ingrédients forment une sorte de pâte tartinable et assez homogène. Faire griller les toasts puis les couper en 4 pour obtenir des petits carrés. Il existe des mini-toasts dejà prêts dans le commerce mais difficile à faire griller. Tartiner jusqu'à épuisement des ingédients. A présenter sur un grand plat en argent, du meilleur effet pour les fêtes de noël par exemple.",aperitif/starter,https://www.marmiton.org/recettes/recette_canapes-de-creme-de-saumon-fume-a-l-avocat_83262.aspx
Verrine mousse de jambon et tomates confites,4.6,164,33k,472,15 min,8,facile,bon marché,15 min,no data,"['g de jambon blanc', 'carré frais', 'cl de crème liquide', ""cuillère à café d'ail semoule"", 'paprika et du poivre', ""pot de tomate séchée à l'huile"", ""cuillère à café d'ail semoule"", 'poignée de pignons de pin', 'poignée de parmesan râpé', 'huile des tomates séchées pour lier la préparation']","Mixer ensemble les ingrédients de chaque groupe pour obtenir deux préparations. Laisser reposer au frais environ une heure. Garnir des petits verres avec une couche de mousse de pesto de tomate, une couche de mousse de jambon et terminer par un morceau de jambon cru et une feuille de basilic Remarque: ces deux préparations peuvent aussi servir à agrémenter un plat de pâtes.",aperitif/starter,https://www.marmiton.org/recettes/recette_verrine-mousse-de-jambon-et-tomates-confites_10927.aspx
Verrines de Noël,4.8,13,3.3k,39,25 min,6,facile,Coût moyen,20 min,5 min,"['g de mascarpone', 'cuillères à soupe de miel', 'marrons glacés', 'boudoirs', 'cuillères à soupe de crème de marron', 'cuillère à soupe de rhum', 'oeuf']","Faire fondre le miel à feu doux. Le mélanger avec le jaune d’œuf et le mascarpone. Ajouter le blanc d’œuf monté en neige. Délayer le rhum dans un petit verre d'eau. Concasser les boudoirs en morceaux et les repartir au fond de chaque verrine. Verser un peu de rhum délayé. Par-dessus, ajouter 1 cuillère a soupe de crème de marrons.
Alterner avec le mascarpone en plusieurs couches. Terminer en saupoudrant de brisures de marrons glacés. Réserver au frais et servir.",aperitif/starter,https://www.marmiton.org/recettes/recette_verrines-de-noel_84683.aspx
Verrine des Îles (crevettes et mangue),4.9,25,6.9k,180,7h10,6,très facile,bon marché,10 min,7 h,"['g de crevettes décortiquées (surgelées)', 'mangue ou 1/2 selon grosseur et goût', 'citron vert', 'coriandre fraîche ou surgelée', ""huile d'olive""]","Tremper les crevettes décortiquées coupées en deux dans l'huile d'olive, le jus du citron vert et la coriandre coupée très finement. Couvrir hermétiquement cette marinade et la laisser au minimum une nuit au réfrigérateur. Le lendemain, couper la mangue en fins bâtonnets de 1 cm de longueur. Pour plus d'esthétique, il est conseillé de réaliser cette opération avec une mandoline ou une grosse râpe. Disposer les bâtonnets de mangue dans les verrines et verser un peu de marinade par-dessus. Enfin, ajouter les crevettes et servir très frais. Un délice !",aperitif/starter,https://www.marmiton.org/recettes/recette_verrine-des-iles-crevettes-et-mangue_66917.aspx
Verrines de poires au foie gras,4.8,235,31k,247,25 min,2,très facile,assez cher,15 min,10 min,"['poire rocha (poire du portugal)', 'g de foie gras (canard ou oie, au choix)', 'noix de beurre', 'cuillère à café de sucre de canne', 'cuillère à café de miel', 'mélange 4 épices']","Eplucher la poire, la couper en quatre, enlever le trognon. Et couper chaque quartier en petits dés (environ 1 cm). Faire fondre une noix de beurre dans une poêle, et y jeter les dés de poire. Saupoudrer avec le sucre, et commencer la cuisson en remuant régulièrement. Saupoudrer ensuite avec le mélange quatre épices, selon votre goût, et ajouter la cuillère de miel. Mélanger de temps en temps, et laisser caraméliser un peu. Les dés de poire doivent rester légèrement croquants. La cuisson prend environ 10 min. Retirer du feu et laisser refroidir. Dresser les verrines : pour ce faire, déposer une couche de dés de poire dans le fond du verre. Recouvrir d'une couche de copeaux (ou dés, plus facile à faire) de foie gras. Ensuite, encore une couche de dés de poire. Déguster.",aperitif/starter,https://www.marmiton.org/recettes/recette_verrines-de-poires-au-foie-gras_43866.aspx
Verrine de mousse au chèvre,4.4,19,6.5k,22,50 min,8,Niveau moyen,bon marché,30 min,20 min,"['pommes', 'noix de beurre', 'yaourts crémeux (du type gervita)', 'chèvre frais', 'chèvre fait (pour ceux qui aiment un goût prononcé)', 'bouquet de roquette ou salade de saison', 'parmesan', ""huile d'olive"", 'vinaigre balsamique', ""piment d'espelette (facultatif)""]","Faites revenir dans une casserole, avec un peu de beurre, les pommes pelées en cubes, jusqu'à obtenir une texture compotée. Préparer les tuiles de parmesan : Râper du parmesan frais. Avec une grande cuillère, faire des petits tas sur du papier sulfurisé, puis mettre à four chaud sur position grill. Une fois le parmesan roussi, enlever la plaque du four, et disposer délicatement les tuiles chaudes sur un rouleau à patisserie, pour obtenir un effet courbé en les faisant refroidir. Passer la roquette dans une sauce vinaigrette faite d'huile d'olive, de vinaigre balsamique et de piment d'Espelette. Mixer les Gervita et le fromage de chèvre frais. Ajouter le fromage de chèvre bien fait, pour ceux qui aiment les fromages forts. Disposer dans la verrine, et dans l'ordre : la compote de pomme, la crème de chèvre, la roquette puis une tuile de parmesan. Réserver au frais pendant au moins 2 h. Déguster à la place du fromage, lors d'un bon repas.",aperitif/starter,https://www.marmiton.org/recettes/recette_verrine-de-mousse-au-chevre_44784.aspx
Verrines de saumon - avocats - pamplemousse,4.7,7,2.8k,5,28 min,4,facile,Coût moyen,20 min,8 min,"['pavé de saumon', 'avocats', 'cl de crème liquide épaisse', 'sachet de fixe chantilly', 'feuilles de gélatine', 'pamplemousse', ""blancs d'oeuf"", 'citron vert', 'sel', 'haricot mungo (soja), pistaches grillées']","Faire cuire le pavé de saumon, en laissant le centre rosé (mi-cuit) environ 8 min. Le détailler à la main, pour détacher la chair, en respectant la structure du saumon. Répartir dans 4 verres. Couper 1 avocat en dés, et les citronner au citron vert. Répartir sur le saumon. Fouetter en chantilly 20 cl de crème liquide épaisse très froide. Ajouter 1 sachet de chantifix. Réfrigérer. Ramollir 2 feuilles de gélatine dans un peu d'eau froide. Réserver un peu de pulpe de pomelos pour la déco, puis presser le pomelos. Prélever 1 cuillère à soupe de jus, et chauffer légèrement au micro-ondes.Y fondre la gélatine égouttée. Mélanger au reste du jus, puis incorporer à la crème fouettée. Monter 2 blancs d'oeufs (à température ambiante) + une pincée de sel en neige ferme (mais pas trop).Incorporer à la crème. Mettre environ 10 min au congélateur (la mousse doit tenir sans être ferme). Répartir dans les verres avec une poche à douille. Décorer avec des boules d'avocat citronnées (formées à la cuillère parisienne), un peu de pulpe de pomelos, des pousses de haricots mungo, quelques zestes de citron vert et quelques pistaches grillées concassées. Servir de suite.",aperitif/starter,https://www.marmiton.org/recettes/recette_verrines-de-saumon-avocats-pamplemousse_44737.aspx
