title,rate,comments,likes,shares,total_time,number people,difficulty,cost,time_preparation,time_cooking,ingredients,recipe,link,gender
Sablés au Nutella®,4.3,3,0,0,45 min,40,facile,bon marché,20 min,25 min,"['g de nutella®', 'g de farine', 'g de beurre doux à température ambiante', 'sachet de sucre vanillé', 'oeuf', 'g de sucre glace']","Mélanger ensemble la farine et le beurre, jusqu'à obtenir une texture sableuse. Ajouter ensuite le sucre vanillé, le sucre glace tamisé, puis l’œuf battu. Mélanger jusqu'à obtenir une pâte homogène. Laisser reposer 1 heure au réfrigérateur. Préchauffer le four à 180°C. Étaler la pâte sur 3 mm d'épaisseur. Découper la pâte à l'aide d'un emporte-pièce. Disposer les sablés sur une plaque recouverte de papier cuisson et enfourner 12 minutes, en surveillant la coloration. Reformer une boule avec les chutes de pâte et étaler de nouveau sur 3 mm d'épaisseur. Découper la pâte à l'aide d'un emporte pièce. Découper des trous au centre de chaque forme avec un emporte-pièce rond ou avec le dessous d'une douille. Disposer sur une plaque recouverte de papier cuisson et enfourner 12 minutes, en surveillant la coloration. Laisser les sablés refroidir sur une grille. Déposer une petite cuillère à café de Nutella sur chaque sablé plein. Refermer avec un sablé troué.",https://www.marmiton.org/recettes/recette_sables-au-nutella_392390.aspx,pas noel
Brownies aux noix,4.7,644,35k,461,40 min,8,facile,bon marché,20 min,20 min,"['g de chocolat', 'g de beurre', 'g de sucre en poudre', 'cuillères à soupe de farine', 'cuillère à soupe de sucre glace', 'grosse poignée de cerneau de noix', 'oeufs frais']","Mettre le chocolat et le beurre en petits morceaux dans une casserole. Faire fondre au bain-marie tout en remuant. Retirer la casserole du feu, ajouter le sucre et mélanger. Allumer le four à 180°C (thermostat 6). Verser un oeuf entier dans la casserole et le mélanger aussitôt. Incorporer de la même façon les autres oeufs. Ajouter les 2 cuillères à soupe de farine tout en mélangeant. Casser les cerneaux de noix en 2 ou 3. Les mélanger à la pâte. Etaler la noix de beurre dans un moule rectangulaire. Verser la pâte dedans. Mettre le moule au four et laisser cuire 20 mn. Une fois cuit, sortir le gâteau du four et le laisser refroidir. Le démouler ensuite sur un plat. Couper le gâteau en 6 ou 8 carrés et saupoudrer de sucre glace.
Vous pouvez aussi remplacer les cerneaux de noix, par des noix de Pécan.",https://www.marmiton.org/recettes/recette_brownies-aux-noix_11807.aspx,pas noel
Muffins coeur de Nutella,4.5,644,48k,550,30 min,12,facile,bon marché,10 min,20 min,"['g de farine', 'sachet de levure chimique', 'pincée de sel', 'oeufs', 'g de sucre en poudre', 'sachet de sucre vanillé', 'g de beurre fondu', 'cl de lait', 'yaourt nature', 'petit pot de nutella (ou autre pâte à tartiner au chocolat)', 'beurre et farine pour le moule']","Préchauffer votre four à 180°C.
Dans un saladier, mélanger la farine, la levure chimique et le sel. Dans un autre saladier, battre les oeufs avec un fouet puis, ajouter le sucre en poudre et le sachet de sucre vanillé. Bien mélanger.
Verser le beurre fondu sur ce mélange sans cesser de remuer puis ajouter le lait et le yaourt. Y incorporer le premier mélange farine-levure-sel. Beurrer et fariner le moule à muffins.
Le remplir au 1/3 avec la préparation, former une petite cuvette, y déposer une noix de nutella bien au centre puis, recouvrir en répartissant le reste de la pâte. Mettre à cuire les muffins au four pendant 20 minutes environ. Les sortir et attendre 5 minutes avant de les démouler. Se déguste légèrement tièdes.",https://www.marmiton.org/recettes/recette_muffins-coeur-de-nutella_57023.aspx,pas noel
Cookies aux pépites de chocolat super moelleux,4.7,640,46k,477,25 min,45,très facile,bon marché,15 min,10 min,"['g de beurre', 'g de chocolat', 'oeufs', 'g de farine', 'g de sucre semoule', 'g de sucre brun', 'cuillère à café de levure en poudre', 'sel']","Travaillez le beurre mou avec les deux sucres jusqu'à obtention d'un mélange homogène. Ajoutez les œufs et mélangez bien. Joignez la farine tamisée, le sel et la levure en poudre. Mélangez à nouveau. Rajoutez les pépites de chocolat et mélangez. Recouvrez le plateau du four de papier cuisson ou sulfurisé, et à l'aide de 2 cuillères à café, disposez-y des petits tas de pâte de la valeur d'une noix. Veillez à bien les espacer car la pâte s'étale assez fort. Enfournez et comptez une dizaine de minutes de cuisson (four préchauffé à 180°C). Laissez les cookies cuits sur une grille pour les laisser refroidir. Bon appétit !",https://www.marmiton.org/recettes/recette_cookies-aux-pepites-de-chocolat-super-moelleux_57330.aspx,pas noel
'The' tarte aux fraises,4.7,629,58k,765,35 min,6,très facile,bon marché,15 min,20 min,"['g de farine', 'g de beurre', 'g de sucre', ""jaunes d'oeuf"", ""cl d'eau"", 'pincée de sel', 'cl de lait', 'oeuf', 'g de farine', 'g de sucre', 'sachet de sucre vanillé', 'g de fraises (ou plus ;)']","PÂTE: 

Blanchir les jaunes et le sucre au fouet et détendre le mélange avec un peu d'eau. Mélanger au doigt la farine et le beurre coupé en petites parcelles pour obtenir une consistance sableuse et que tout le beurre soit absorbé (!!! Il faut faire vite pour que le mélange ne ramollisse pas trop!). Verser au milieu de ce ""sable"" le mélange liquide. 
Incorporer au couteau les éléments rapidement sans leur donner de corps. Former une boule avec les paumes et fraiser 1 ou 2 fois pour rendre la boule + homogène. Foncer un moule de 25 cm de diamètre avec la pâte, garnissez la de papier sulfurisé et de haricots secs. 

Faire cuire à blanc 20 à 25 min, à 180°C (thermostat 6). CRÈME PÂTISSIÈRE : 

Mettre le lait à  bouillir avec le parfum choisi (vanille ou autre). Travailler l'oeuf avec le sucre jusqu'à ce que la pâte fasse le ruban, ajouter la farine. Verser le lait bouillant sur le mélange en tournant bien. Remettre dans la casserole sur le feu. 
Faire cuire en tournant très soigneusement. 
Retirer après ébullition. Verser la crème sur le fond de tarte et disposer joliment les fraises coupées en 2.",https://www.marmiton.org/recettes/recette_the-tarte-aux-fraises_22726.aspx,pas noel
Bûche roulée mangue citron vert au Nutella®,0,0,0,1,50 min,6,facile,bon marché,40 min,10 min,"['oeufs', 'g de sucre', 'g de farine', 'g de beurre', 'nutella®', 'coco en poudre', ""jaunes d'oeuf"", 'g de sucre', 'feuilles de gélatine', 'citrons verts pour le zeste et le jus', 'cuillère à café de maïzena', 'g de mascarpone', 'mangue']","Pour la préparation du biscuit.
Dans un saladier au bain-marie, mélanger les jaunes d’œufs avec le sucre à l’aide d’un batteur électrique jusqu’à ce que la préparation commence à épaissir.
Incorporer la farine et le beurre fondu, mélanger à l’aide du batteur électrique.
Retirer le saladier du bain marie. Battre les blancs d’œufs en neige et les incorporer délicatement à la pâte, mélanger avec une grande cuillère. Préchauffer le four à 180°C (thermostat 6).
Tapisser une plaque de 30x40cm à pâtisserie de papier sulfurisé. 
Etaler la pâte sur la plaque puis lisser à l’aide de la spatule.
Enfourner pendant 10 à 12 minutes. Laisser refroidir sur une autre plaque et poser un torchon humidifié. Pour la mousse.
Dans une casserole, mélanger les jaunes avec 70 g de sucre, avec un fouet.
Ajouter la maïzena et mélanger le tout.
Verser le jus des 2 citrons et cuire à feu doux, sans cesser de remuer jusqu’à épaississement.
Ajouter les zestes d'un citron vert puis la gélatine essorée et mélanger.
Incorporer le mascarpone à la crème au citron et mélanger. Battre les blancs d’œufs en neige avec un batteur électrique puis incorporer le reste du sucre tout en continuant à battre.
Incorporer délicatement à la crème mascarpone/citron, mélanger avec une grande cuillère Peler puis détailler la mangue en petits dés Montage de la bûche.
Décoller le biscuit et le placer sur du papier film à plat.
Etaler d’abord une couche de Nutella, puis la crème au citron, à l’aide d’une spatule.
Parsemer les dés de mangue et enrouler le biscuit délicatement.
Réenrouler le biscuit dans le film et laisser poser.
Enlever le film et couper les extrémités du biscuit roulé. Décor.
A l’aide d’une poche à douille, faire des pointes avec du Nutella®️.
Ajouter des dés de mangue.
Saupoudrer de copeaux de noix de coco.
Réserver au frais jusqu’à la dégustation.",https://www.marmiton.org/recettes/recette_buche-roulee-mangue-citron-vert-au-nutella_382802.aspx,pas noel
Fondant à la crème de marrons et au chocolat,4.7,617,23k,263,35 min,8,facile,Coût moyen,10 min,25 min,"['g de crème de marron vanillée', 'g de chocolat noir dessert (à 61 ou 65% de cacao)', 'oeufs', 'g de beurre + 10 g pour le moule']","Préchauffer le four à thermostat 5 (150°C). Faire fondre le chocolat au bain-marie avec le beurre. Lisser le mélange. Ajouter à la crème de marron en fouettant. Battre les oeufs entiers, et incorporer progressivement au mélange en remuant très vivement pour obtenir une préparation homogène. Verser dans un moule à gâteau beurré et fariné. Cuire entre 20 et 30 minutes (toujours à 150°C): à chacun de calibrer sa cuisson... Pour moi, il est toujours ressorti fondant du coeur jusqu'aux bords!",https://www.marmiton.org/recettes/recette_fondant-a-la-creme-de-marrons-et-au-chocolat_17518.aspx,pas noel
Madeleines au miel,4.7,598,47k,217,20 min,24,très facile,bon marché,15 min,5 min,"['g de beurre fondu', 'oeufs', 'g de sucre en poudre', 'cuillère à soupe rase de miel', 'g de farine', 'sachet de levure', 'citron non traité', 'pincée de sel']","Allumer le four thermostat 7-8 . Fouettez à la main les œufs, le sucre et le miel, jusqu'à ce que le mélange blanchisse. Ajouter alors la farine, le sel, le levure, le beurre fondu et le zeste du citron. Bien mélanger. Beurrer les moules et les remplir à moitié avec la préparation. Enfourner 5 à 10 min, jusqu'à ce que les madeleines soient dorées.",https://www.marmiton.org/recettes/recette_madeleines-au-miel_19756.aspx,pas noel
Tiramisu aux speculoos,4.8,580,58k,906,25 min,6,facile,bon marché,25 min,no data,"['g de mascarpone', 'g de sucre roux', 'sachet de sucre vanillé', 'oeufs', 'g de spéculoos', 'tasses de café noir assez fort', ""cuillère à soupe d'amaretto"", 'g de cacao en poudre non sucré']","Faire un ruban avec les jaunes d'oeufs, le sucre et le sucre vanillé. Y ajouter le mascarpone. Battre les blancs en neige, les incorporer délicatement au mélange. Ajouter l'amaretto au café noir. Monter le gâteau: tremper, au fur et à mesure, les speculoos dans le café (attention à ne pas les ""détremper""). Dans un plat, mettre une couche de biscuits, ensuite une couche de crème au mascarpone. Ensuite une autre couche de biscuits, et terminer par une couche de crème. Saupoudrer de cacao, couvrir d'un film plastique et mettre au réfrigérateur quelques heures.",https://www.marmiton.org/recettes/recette_tiramisu-aux-speculoos_36386.aspx,pas noel
Brioche,4.5,579,42k,275,50 min,6,facile,bon marché,15 min,35 min,"['g de farine', 'g de beurre', 'cuillère à café de sel', 'cube de levure de boulanger fraîche', ""cuillères à soupe d'eau fraîche"", 'oeufs entiers', 'g de sucre en poudre']","A préparer la veille au soir. 
Mélanger la farine,le sel, le sucre, les oeufs entiers, le beurre fondu, la levure délayée dans l'eau fraîche. Bien travailler la pâte en la battant (si elle colle rajouter un peu de farine). Elle doit rester souple. Placer le récipient couvert et bien fermé dans le réfrigérateur. Le lendemain matin, fariner le plan de travail, travailler la pâte en boule, puis l'étaler avec un rouleau à pâtisserie pour former un carré, la plier en quatre et l'étaler à nouveau. Rouler ensuite en boudin et couper en 8 morceaux.Les mettre dans un grand moule à cheminée beurré et fariné. Laisser lever dans un endroit tiède environ une heure. Lorsque la pâte remplit le moule, enfourner à four chaud (faites préchauffer le four une dizaine de minutes avant), soit 250°C (thermostat 8). Sortez la brioche une fois qu'elle est bien dorée.",https://www.marmiton.org/recettes/recette_brioche_16881.aspx,pas noel
Tarte au citron meringuée au lait concentré sucré,4.5,11,410,7,55 min,6,très facile,bon marché,20 min,35 min,"['citrons', 'boîte de lait concentré sucré nestlé 397 g', 'pâte sablée', 'oeufs', 'cuillère à soupe de sucre glace']","Préchauffez votre four Th. 7 (200° C).
Déroulez la pâte dans un moule à tarte en conservant la feuille de cuisson. Faites-la cuire à blanc environ 15 minutes selon le mode d'emploi. Dans un saladier, mélangez le lait concentré sucré Nestlé, les jaunes d'œufs, le zeste et le jus des 2 citrons. Montez les blancs d'œufs en neige et incorporez le sucre glace en continuant de battre. Versez la crème au citron sur le fond de tarte et recouvrez de blancs d'œufs en neige à l'aide d'une fourchette. Faites cuire votre tarte environ 20 minutes. 
Si la meringue dore un peu trop vite, recouvrez-la d'une feuille de papier aluminium et continuez la cuisson.",https://www.marmiton.org/recettes/recette_tarte-au-citron-au-lait-concentre_371273.aspx,pas noel
Gâteau roulé à la confiture,4.5,568,33k,836,40 min,6,facile,bon marché,30 min,10 min,"['oeufs', 'g de sucre en poudre', 'g de farine', 'sachets de sucre vanillé', 'cuillère à café de levure', 'g de beurre', 'pot de gelée ou confiture', 'sucre glace']","Préchauffez le four à 210°C (thermostat 7).
Les oeufs, en séparant les blancs des jaunes. Dans un saladier, mélangez les jaunes avec le sucre. Ajoutez petit à petit la farine tamisée, le sucre vanillé et la levure. Battez les blancs en neige, puis incorporez-les au mélange précédent. Tapissez la plaque du four de papier sulfurisé bien beurré, et versez ensuite la pâte dessus. Enfournez pour 10 min de cuisson. Une fois la cuisson terminée, roulez le biscuit immédiatement avec le papier sulfurisé. Laissez refroidir, puis déroulez, et retirez le papier. Etalez la confiture sur la pâte, et roulez-le à nouveau, puis saupoudrez de sucre glace.",https://www.marmiton.org/recettes/recette_gateau-roule-a-la-confiture_17005.aspx,pas noel
Tarte pommes râpées citrons,4.7,566,24k,260,55 min,6,très facile,bon marché,15 min,40 min,"['pâte brisée (ou à faire soi même si courageux)', 'pommes pas trop acides (style elstar)', 'g de sucre en poudre', 'oeufs', 'g de beurre fondu', 'citrons bien lavés']","Eplucher les 3 pommes et les râper dans une jatte. Très vite ensuite, afin qu'elles ne noircissent pas, y râper les zestes des deux citrons et y ajouter le jus des deux citrons. Mélanger vite . Ajouter dans le mélange pommes citrons les 2 oeufs entiers, les 150 g de sucre et le beurre fondu. Mélanger le tout. Etaler la pâte, et y verser le mélange. Mettre à cuire à thermostat 7 pendant environ 40 mn. Il faut que le dessus de l'appareil commence à dorer. Bien surveiller en fin de cuisson.",https://www.marmiton.org/recettes/recette_tarte-pommes-rapees-citrons_18437.aspx,pas noel
Crêpes à la règle de 3,4.6,563,41k,65,20 min,15,très facile,bon marché,5 min,15 min,"['g de farine', 'oeufs', 'cl de lait', ""cuillères à soupe d'huile""]",Mélanger le tout. Faire cuire (une à une !!!!) dans une poêle anti-adhésive (ou frotter le fond de votre poêle avec un essuie-tout huilé).,https://www.marmiton.org/recettes/recette_crepes-a-la-regle-de-3_27108.aspx,pas noel
Tiramisu aux fraises,4.5,548,52k,1012,20 min,4,facile,bon marché,20 min,no data,"['g de fraises', 'demi de citron jaune', 'oeufs', 'g de mascarpone', 'g de sucre', 'biscuits à la cuillère']","Préparer 2 h à l'avance.
Placer les biscuits dans un plat. Laver, équeuter et couper les fraises en quartiers, puis les mettre dans un plat. Arroser les fraises du jus de citron et de 30 g de sucre. Ecraser les fraises à l'aide d'une fourchette. Mettre sur les biscuits cette préparation  en quantité suffisante afin de bien les imbiber. Mettre au frigo. Pendant ce temps, séparer les jaunes et les blancs des oeufs. Battre les jaunes avec 120 g de sucre jusqu'à blanchissement du mélange. Ajouter le mascarpone et mélanger. Monter les blancs en neige, y ajouter les 30 g de sucre. Incorporer délicatement les blancs en neige au mélangez jaune-sucre-mascarpone. Verser la préparation sur les biscuits imbibés. Verser le restant du 'coulis' par dessus. Mettre au frais.",https://www.marmiton.org/recettes/recette_tiramisu-aux-fraises_14039.aspx,pas noel
Pommes de terre farcies à l’avocat et au Tartare Ail & Fines herbes,0,0,0,0,1 h,4,facile,bon marché,20 min,40 min,"['g de tartare ail & fines herbes', 'pommes de terre de grosse taille (600g au total)', 'tomates cerise (225g)', ""g d'avocat"", 'oignon rouge (80g)', 'cuillères à soupe de jus de citron (30g)', 'g de zeste de citron', 'g de persil plat', 'g de ciboule', 'g de graines germées et graines de courge', ""g d'huile neutre"", 'goutte de sauce piquante type tabasco (selon les goûts)']","Préchauffer le four à 180°C (thermostat 6). À l’aide d’une fourchette, piquer les pommes de terres et les badigeonner légèrement d’huile neutre. Déposer les pommes de terre sur une plaque recouverte de papier sulfurisé, et enfourner pour 40 minutes. Pendant ce temps, peler et émincer finement l’oignon rouge. 
Hacher la ciboule et le persil plat. Dans un bol, écraser la chair des avocats.
Ajouter le jus de citron, le tabasco, la ciboule, le persil plat ainsi que les oignons rouges. Laver et couper les tomates cerise en deux. À l’aide d’un fouet ou d’une fourchette, délayer le Tartare. Ajouter un tour de moulin de poivre et les zestes d’un citron. Ajouter les tomates cerises et mélanger délicatement. Laisser tiédir les pommes de terre et découper la partie supérieure pour chacune d’entre elles. À l’aide d’une cuillère, creuser une partie de la chair des pommes de terre. 
Conserver la seconde partie de la chair pour une autre recette. Garnir les pommes de terres avec la purée d’avocat et le mélange au fromage frais.
Recouvrir de quelques graines de courge et de graines germées.",https://www.marmiton.org/recettes/recette_pommes-de-terre-farcies-a-l-avocat-et-au-fromage_528892.aspx,pas noel
Cookies faciles,4.6,544,28k,495,25 min,4,très facile,bon marché,15 min,10 min,"['g de sucre semoule', 'g de beurre', 'g de chocolat', 'sachet de levure chimique', 'sachet de sucre vanillé', 'oeuf', 'g de farine']","Préchauffer le four à 180°C (thermostat 6).
Faire ramollir le beurre puis le mélanger au sucre et à l'œuf dans un récipient. Verser le sucre vanillé, la levure et mélanger. Petit à petit, verser la farine tout en remuant afin que la pâte soit bien lisse et homogène. Incorporer les pépites de chocolat. Sur une plaque de papier sulfurisé, former de petites boules avec la pâte à cookies. 
Veiller à bien espacer chacune des petites boules (laisser 2 à 3 cm entre chaque) car elles vont s'élargir durant la cuisson. Enfourner pendant 10 min. Dès que les bords des cookies brunissent, les retirer du four.",https://www.marmiton.org/recettes/recette_cookies-faciles_86943.aspx,pas noel
Fondant au chocolat maison,4.6,538,36k,114,50 min,8,très facile,bon marché,15 min,35 min,"['g de chocolat', 'g de beurre', 'g de sucre', 'g de farine', 'oeufs']","Faire fondre le chocolat dans un peu d’eau ou de lait. Une fois le chocolat fondu, ajoutez le beurre. Une fois le tout fondu et mélangé, ajoutez le sucre. Lorsque le mélange est homogène, ajoutez les jaunes des 3 oeufs un à un, puis enfin la farine. Laissez reposer un peu, puis ajouter les blancs des 3 oeufs montés en neige. Faites cuire à 165°C (thermostat 5/6) pendant 35 mn. VARIANTE (cf 6ème rencontre): Après avoir versé la moitié de la pâte dans le moule, je rajoute une préparation aux pistaches, faite de 30g de pistaches hachées, de 20 g de sucre et de 10 cl de crème fraîche, puis je verse le reste de la préparation. Ca donne un fourrage à la pistache assez esthétique et pas mauvais. On peut augmenter les quantités de sucre et/ou de pistache, selon qu'on aime plus sucré, plus pistaché, etc. Dans ce cas, ne pas mettre d'Amaretto dans la pâte, car il masque le goût des pistaches.",https://www.marmiton.org/recettes/recette_fondant-au-chocolat-maison_10521.aspx,pas noel
Muffins à la banane,4.7,533,27k,158,30 min,6,très facile,bon marché,10 min,20 min,"['bananes', 'g de sucre blanc', 'oeuf', 'cuillère à café de bicarbonate', 'cuillère à café de levure', 'cuillère à café de sel', 'g de farine', 'g de beurre fondu']","Ecraser les bananes. Ajouter le sucre et l'oeuf légèrement battu. Ajouter le beurre fondu, puis les ingrédients secs (farine, levure, bicarbonate). Placer dans des moules à muffin. Cuire à 190°C pendant 20 min.",https://www.marmiton.org/recettes/recette_muffins-a-la-banane_14745.aspx,pas noel
Les gaufres du mercredi,4.5,528,21k,393,23 min,12,très facile,bon marché,20 min,3 min,"['g de beurre', 'g de sucre', 'sachet de sucre vanillé', 'oeufs', 'g de farine', 'g de levure chimique', 'l de lait']","Faire fondre le beurre, et mélangez-le au sucre et au sucre vanillé. Battre 2 œufs entiers et un jaune d'œuf à la fourchette. Réserver le troisième blanc à part, pour le battre en neige. Ajouter les oeufs battus au mélange précédent. Joigner la farine tamisée avec la levure en poudre. Verser UN PEU DE LAIT, en délayant PROGRESSIVEMENT pour ne pas faire de grumeaux (cuillère en bois). Battre le blanc d'oeuf en neige, et incorporer DELICATEMENT à la pâte. Graisser le gaufrier, et les faire cuire pendant 2 à 3 min.",https://www.marmiton.org/recettes/recette_les-gaufres-du-mercredi_19045.aspx,pas noel
"Bowl gourmand quinoa, courge rôtie, grenade et morceaux de Fol Epi",0,0,0,0,40 min,4,facile,bon marché,15 min,25 min,"['g de fol epi', 'g de quinoa', 'g de courge type butternut', 'g de graines de grenade', 'g de cranberries séchées (facultatif)', 'cuillères à soupe de graines de courge (20g)', ""cuillères à soupe d'huile d'olive (20g)"", ""gousse d'ail (10g)"", 'cuillère à café de mélange 4 épices (5g)', 'g de poivre']","Couper le Fol Epi en dés avant de réserver.
Cuire le quinoa dans de l’eau bouillante, selon les indications du paquet et laisser refroidir. Couper la courge en cubes en enlevant les graines et la peau.
Peler et presser la gousse d’ail. Sur une plaque recouverte de papier cuisson, déposer les cubes de butternut.
Poivrer, et ajouter l’ail et le mélange 4 épices. Ajouter l’huile d’olive et enfourner pour 20 minutes.
La courge est prête lorsque les morceaux sont fondants. Composer les bowls. Dans chaque contenant, répartir le quinoa et ajouter la courge rôtie aux épices, le Fol Epi, les graines de grenade et les cranberries.
Saupoudrer de graines de courges avant de déguster.",https://www.marmiton.org/recettes/recette_bowl-quinoa-courge-rotie-grenade-morceaux-de-fol-epi_528897.aspx,pas noel
Tarte au citron facile,4.5,509,43k,393,45 min,6,très facile,bon marché,15 min,30 min,"['pâte brisée', 'g de sucre', 'g de beurre fondu', 'oeufs', 'citron']","Préchauffer le four à 200°C. Etaler la pâte brisée et en garnir le moule. Battre les oeufs avec le sucre en poudre jusqu'à l'obtention d'un mélange mousseux. Ajouter le jus de citron, ainsi que le beurre fondu. Verser sur le fond de tarte. Enfourner et laisser cuire environ 30 min. La préparation doit dorer.",https://www.marmiton.org/recettes/recette_tarte-au-citron-facile_11722.aspx,pas noel
Tarte tatin,4.6,509,44k,382,1h10,6,facile,bon marché,30 min,40 min,"['pommes golden bien jaunes', 'pâte feuilletée (toute prête ou faite maison)', 'sachets de sucre vanillé', 'cannelle', 'g de beurre', 'g de sucre en poudre']","Préchauffer le four à 180°C (thermostat 6).

Dans un moule à tarte rond antiadhésif, faire fondre le beurre directement sur le feu. Y ajouter le sucre fin et baisser le feu pour faire un caramel. Eplucher les 8 pommes golden entières. Les couper en deux et enlever le coeur sans défaire les moitiés. Disposer les pommes reconstituées en couronne dans le plat, en mettre une ou deux au milieu.
Aplatir avec une spatule de temps en temps, les pommes doivent pocher dans le caramel, qui ne doit pas devenir noir, mais tout juste doré. Saupoudrer les pommes de sucre vanillé et de cannelle. Sortir le tout du feu et recouvrir de pâte feuilletée en appuyant bien sur les bords. Mettre au four moyen pendant 35 à 40 minutes. Déguster tiède.",https://www.marmiton.org/recettes/recette_tarte-tatin_12456.aspx,pas noel
Crème pâtissière,4.7,508,40k,632,20 min,6,très facile,bon marché,5 min,15 min,"['l de lait', 'g de farine', 'g de sucre', ""jaunes d'oeuf"", 'gousse de vanille']","Mélanger les jaunes d'oeuf avec le sucre. Battre au fouet jusqu'à que le mélange blanchisse. Ajouter la farine et bien mélanger avec le mélange sucre/oeufs. Ajouter 1/2 verre de lait pour que le mélange soit plus liquide. Mettre à chauffer le lait. Lorsque le lait est tiède (au bout de 3-4 min) ajouter le mélange oeufs/farine/sucre/lait et la gousse de vanille fendue et grattée avec ses graines. Mélanger au fouet jusqu'à ébullition. A ce moment là, votre crème sera déjà bien épaisse et vous pouvez arrêter la cuisson.",https://www.marmiton.org/recettes/recette_creme-patissiere_35195.aspx,pas noel
Crumble simple,4.7,502,51k,578,35 min,6,très facile,Coût moyen,10 min,25 min,"['pommes (ou 3 poires)', 'g de farine', 'g de beurre', 'g de sucre']","Préchauffer le four à 180°C (thermostat 6). Peler les pommes. Couper les pommes en dés. Dans un saladier, mélanger la farine au sucre, puis au beurre Malaxer le tout avec les doigts pour obtenir une pâte sableuse. Beurrer le moule, y disposer les pommes tranchées (ou les poires) et placer la pâte par dessus. Laisser cuire 25 min. Servir avec une crème anglaise.",https://www.marmiton.org/recettes/recette_crumble-simple_12173.aspx,pas noel
Tarte salée étoilée de Noël au Saint Agur,4,1,0,0,45 min,6,facile,bon marché,20 min,25 min,"['g de saint agur', 'g de potimarron en purée', 'g de noix', 'oeufs (100g)', 'bonne pincée de poivre (6g)', 'g de lait', 'pincée de mélange 4 épices (4g)', 'g de farine', 'oeuf', 'g de fromage blanc']","Pour la pâte : mélanger la farine, l’œuf, le fromage blanc. Pétrir la pâte 5 minutes. Filmer et laisser reposer minimum 40 minutes au frais. Dans un bol mélanger la purée de potimarron, les œufs, le mélange 4 épices et le poivre.
Verser la préparation dans un moule à tarte. Ajouter le Saint Agur en morceaux sur le dessus ainsi que des cerneaux de noix grossièrement hachés. Etaler la pâte et découper la pâte brisée en étoiles de différentes tailles. Déposer les étoiles sur le dessus en les superposant pour recouvrir tout le plat. Badigeonner les étoiles de lait. Enfourner pendant 25 minutes dans un four à 180°C. Servir avec une salade verte.",https://www.marmiton.org/recettes/recette_tarte-salee-etoilee-de-noel-au-saint-agur_528994.aspx,pas noel
"Gâteau pommes, noix et cannelle",4.7,495,24k,200,1h25,6,très facile,bon marché,25 min,1 h,"['oeufs', ""ml d'huile"", 'cuillère à café de cannelle', 'g de sucre vanillé', 'g de sucre', 'g de farine', 'cuillères à café de levure chimique', 'pommes', 'g de cerneau de noix']","Mélangez au fouet les oeufs, l'huile, la cannelle, les sucres, puis la farine tamisée avec la levure chimique. Incorporez à la pâte lisse les pommes pelées et coupées en dés et les cerneaux de noix hachés (la pâte est alors très épaisse et dure à mélanger). Versez dans un moule à cake beurré et fariné. Faites cuire au four à thermostat 6 (180°C) pendant 1 heure environ.",https://www.marmiton.org/recettes/recette_gateau-pommes-noix-et-cannelle_16982.aspx,pas noel
Pain d'épices facile,4.8,490,25k,191,50 min,8,très facile,bon marché,15 min,35 min,"[""g de miel (d'un goût assez fort, bruyère par exemple)"", 'cl de lait chaud', 'g de beurre fondu', 'g de farine', 'sachet de levure', 'g de cassonade', 'oeuf', 'pincée de sel', 'cannelle', 'gingembre', 'clou de girofle', 'muscade ...', 'noix', 'noisettes', 'amandes', 'noix de coco', ""écorce d'orange""]","Délayer le miel dans le lait chaud. Ajouter le beurre fondu, puis la farine en mélangeant énergiquement en cas de grumeaux. Incorporer alors la levure, la cassonade, l'oeuf et le sel. Ajouter les épices et les noix, selon les goûts. Verser dans un moule à cake Cuire 30 à 35 minutes.",https://www.marmiton.org/recettes/recette_pain-d-epices-facile_15915.aspx,pas noel
Véritables cookies américains,4,486,11k,61,15 min,4,très facile,bon marché,5 min,10 min,"['g de farine', 'sachet de levure', 'g de sucre blanc', 'g de sucre roux (cassonade)', 'g de beurre fondu', 'oeuf', 'sachet de sucre vanillé', 'pincée de sel', 'chocolat à volonté']","Dans un saladier, mélanger la farine, la levure, les sucres, le sel, le sucre vanillé. Dans un bol battre l'oeuf et y ajouter le beurre fondu. Mettre la préparation beurre + oeuf dans la préparation de farine et de sucres d'un seul coup. Ajouter les pépites de chocolat (blanc, noir ou au lait). Mélanger avec une cuillère en bois. Mettre au réfrigérateur 1 h (pas indispensable). Préchauffer le four à 240°C (thermostat 8). Façonner des cookies d'environ 5 cm de diamètre et 1/2 cm d'épaisseur. Les disposer sur la plaque du four recouverte de papier sulfurisé en les espaçant. Enfourner 10 mn par fournée. Laisser refroidir un peu avant de les décoller et de les disposer sur une grille. Les cookies doivent être moelleux au centre et croquants sur les bords.",https://www.marmiton.org/recettes/recette_veritables-cookies-americains_33741.aspx,pas noel
